Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,WAR,Unnamed: 30
1941,26,CLE,AL,104,364,328,36,82,10,4,3,35,1,9.0,31,21,0.25,0.317,0.332,0.649,76.0,109,9.0,1,3,,2.0,8H7,,-0.3,
1952,28,WSH,AL,53,117,112,9.0,29,6,1,0,8.0,0.0,0.0,1.0,13.0,0.259,0.278,0.33,0.609,71.0,37,1.0,2.0,2.0,,0.0,H79/8,,0.0,
1988,22,TOR,AL,73.0,158.0,142.0,14.0,31.0,10.0,2.0,2.0,12.0,0.0,0.0,9.0,33.0,0.218,0.282,0.359,0.641,79.0,51.0,0.0,4.0,2.0,1.0,0.0,897H/D,,0.0,
1987,26,MON,NL,138.0,495.0,449.0,62.0,122.0,23.0,4.0,1.0,23.0,7.0,10.0,38.0,28.0,0.272,0.33,0.347,0.677,78.0,156.0,5.0,2.0,4.0,2.0,3.0,486H9/73,RoY-4,4.0,
1986,23,CHW,AL,137.0,525.0,438.0,65.0,103.0,16.0,3.0,2.0,32.0,50.0,17.0,71.0,61.0,0.235,0.349,0.299,0.648,76.0,131.0,5.0,7.0,6.0,3.0,0.0,*87H/9D,,6.1,
1996,22,SFG,NL,43,132,120,11,24,4,1,2,8,0,2,9,38,.200,.260,.300,.560,51,36,5,1,1,1,0,4/6H,,-0.8,
1962,24,NYM,NL,59.0,156.0,133.0,9.0,32.0,2.0,1.0,0.0,9.0,1.0,1.0,19.0,26.0,0.241,0.335,0.271,0.606,65.0,36.0,5.0,1.0,1.0,2.0,1.0,2/H9,,6.3,
1979,25,TOR,AL,61.0,146.0,142.0,14.0,30.0,1.0,1.0,1.0,5.0,12.0,2.0,1.0,34.0,0.211,0.217,0.254,0.47,27.0,36.0,2.0,0.0,3.0,0.0,0.0,97H/D,,-2.6,
2005,22,NYY,AL,132,551,522,78,155,34,4,14,62,1,3,16,68,.297,.320,.458,.778,106,239,16,3,7,3,1,*4/H,RoY-2,68.1,
1986,21,OAK,AL,157,682,600,85,144,29,1,33,117,15,7,65,175,.240,.318,.457,.775,116,274,12,8,0,9,1,*79/DH,"AS,MVP-20,RoY-1",42.4,
2004,22,TBD,AL,50.0,185.0,173.0,25.0,52.0,20.0,1.0,2.0,17.0,0.0,0.0,9.0,44.0,0.301,0.341,0.462,0.803,111.0,80.0,5.0,2.0,0.0,1.0,0.0,45/DH6,,-0.1,
1970,22,CIN,NL,125,467,365,54,113,19,3,21,63,10,4,94,77,.310,.454,.551,1.004,164,201,6,4,2,2,9,*7H/9,RoY-2,18.5,
1965,21,CAL,AL,134,551,512,58,128,23,2,11,57,37,15,27,72,.250,.287,.367,.654,88,188,5,2,3,6,1,*8/H54,,20.7,
2012,24,CHC,NL,45,67,60,5,11,6,0,0,2,0,0,7,13,0.183,0.269,0.283,0.552,50.0,17,0,0,0,0,1,H4/75,,-0.3,
1960,21,CIN,NL,48.0,153.0,142.0,13.0,33.0,2.0,4.0,1.0,12.0,0.0,0.0,6.0,32.0,0.232,0.264,0.324,0.587,59.0,46.0,1.0,0.0,5.0,0.0,0.0,6/H,,27.2,
2001,25,DET,AL,46.0,102.0,96.0,10.0,25.0,8.0,0.0,1.0,10.0,0.0,1.0,2.0,12.0,0.26,0.28,0.375,0.655,76.0,36.0,2.0,1.0,2.0,1.0,0.0,2/HD,,-0.6,
1967,21,MIN,AL,137,561,514,66,150,22,7,8,51,5,9,37,91,.292,.341,.409,.750,113,210,12,2,7,1,4,*4/H,"AS,RoY-1",81.2,
1953,21,NYY,AL,51.0,91.0,81.0,14.0,26.0,5.0,0.0,4.0,8.0,2.0,1.0,9.0,12.0,0.321,0.389,0.531,0.92,151.0,43.0,1.0,0.0,1.0,,0.0,5H/64,,9.8,
1935,28,SLB,AL,76,311,296,29,86,18,4,0,42,0,2,13,11,.291,.320,.378,.699,78,112,,0,2,,5,4,,-3.8,
1963,26,TOT,NL,104.0,220.0,193.0,20.0,45.0,6.0,3.0,4.0,20.0,2.0,2.0,25.0,48.0,0.233,0.32,0.358,0.677,93.0,69.0,0.0,0.0,1.0,1.0,2.0,H873/9,,0.4,
1944,27,CHW,AL,126.0,492.0,457.0,51.0,126.0,18.0,8.0,1.0,60.0,5.0,2.0,26.0,35.0,0.276,0.322,0.357,0.678,95.0,163.0,5.0,5.0,4.0,,4.0,738H/91,,-0.2,
2011,25,SEA,AL,79.0,313.0,290.0,27.0,80.0,17.0,1.0,12.0,46.0,0.0,2.0,19.0,81.0,0.276,0.326,0.466,0.791,125.0,135.0,10.0,3.0,0.0,1.0,0.0,37D/H9,,1.9,
1993,25,FLA,NL,142.0,613.0,551.0,75.0,147.0,19.0,2.0,4.0,41.0,58.0,22.0,49.0,74.0,0.267,0.327,0.33,0.657,74.0,182.0,6.0,2.0,7.0,4.0,0.0,*8/H,RoY-4,4.3,
1950,24,CHW,AL,141.0,603.0,524.0,72.0,148.0,21.0,5.0,4.0,46.0,0.0,2.0,66.0,46.0,0.282,0.368,0.365,0.733,90.0,191.0,16.0,5.0,8.0,,1.0,*6,"MVP-12,RoY-3",21.2,
1961,23,CHW,AL,78.0,253.0,229.0,32.0,62.0,5.0,1.0,4.0,27.0,0.0,1.0,21.0,24.0,0.271,0.331,0.354,0.684,85.0,81.0,7.0,0.0,2.0,1.0,2.0,2H,,2.8,
1989,25,NYM,NL,68.0,147.0,133.0,20.0,41.0,6.0,0.0,6.0,16.0,2.0,3.0,12.0,17.0,0.308,0.37,0.489,0.859,150.0,65.0,1.0,1.0,0.0,0.0,0.0,H97,,4.6,
2011,24,CLE,AL,68.0,226.0,202.0,27.0,49.0,8.0,3.0,0.0,14.0,10.0,5.0,16.0,35.0,0.243,0.301,0.312,0.613,74.0,63.0,4.0,1.0,7.0,0.0,0.0,8/7H9D,,0.7,
1994,31,FLA,NL,80,146,136,13,34,7,0,0,9,3,3,9,31,.250,.295,.301,.596,55,41,5,0,0,1,0,H97/8,,-1.6,
2009,26,FLA,NL,92.0,158.0,141.0,18.0,33.0,8.0,2.0,3.0,18.0,0.0,0.0,11.0,33.0,0.234,0.306,0.383,0.689,79.0,54.0,2.0,4.0,1.0,1.0,1.0,9H7/8,,1.2,
2003,29,MON,NL,105.0,260.0,227.0,31.0,59.0,10.0,1.0,1.0,10.0,5.0,2.0,19.0,39.0,0.26,0.323,0.326,0.649,67.0,74.0,10.0,3.0,9.0,2.0,0.0,5H64/D,,17.0,
2010,27,NYM,NL,100.0,180.0,167.0,15.0,44.0,9.0,0.0,4.0,24.0,1.0,2.0,12.0,17.0,0.263,0.317,0.389,0.706,92.0,65.0,2.0,1.0,0.0,0.0,0.0,H79/D,,-0.3,
2012,25,OAK,AL,67.0,260.0,218.0,38.0,52.0,12.0,0.0,16.0,39.0,0.0,0.0,39.0,83.0,0.239,0.35,0.514,0.864,139.0,112.0,4.0,0.0,0.0,3.0,1.0,3/DH,,2.6,
1975,21,MON,NL,144,590,503,58,136,20,1,17,68,5,2,72,83,.270,.360,.416,.776,112,209,7,1,10,4,8,92/H5,"AS,RoY-2",70.1,
1984,24,CLE,AL,66,257,244,32,67,6,1,13,41,2,4,11,48,.275,.307,.467,.775,110,114,2,1,0,1,0,78/H3,,19.5,
1964,24,MLN,NL,133,505,455,72,150,28,4,22,88,1,2,43,78,.330,.388,.554,.942,161,252,16,3,0,4,4,*7H/9,RoY-2,32.7,
1998,21,CHW,AL,133.0,555.0,523.0,81.0,160.0,17.0,6.0,5.0,55.0,22.0,6.0,14.0,38.0,0.306,0.331,0.39,0.721,90.0,204.0,8.0,7.0,8.0,3.0,0.0,*6/H,RoY-3,0.8,
1966,24,WSA,AL,122,449,429,45,109,16,5,13,44,1,2,14,78,.254,.278,.406,.684,95,174,8,1,3,2,2,*2/H,,1.3,
1997,24,DET,AL,101.0,334.0,304.0,27.0,74.0,10.0,1.0,5.0,24.0,1.0,1.0,26.0,48.0,0.243,0.308,0.332,0.641,69.0,101.0,10.0,3.0,0.0,1.0,1.0,2H/D,,-0.9,
1938,22,WSH,AL,107.0,479.0,433.0,69.0,132.0,27.0,3.0,2.0,40.0,11.0,6.0,39.0,28.0,0.305,0.362,0.395,0.757,96.0,171.0,,0.0,7.0,,0.0,98H,,17.9,
1998,23,CIN,NL,96.0,351.0,302.0,44.0,82.0,21.0,1.0,7.0,52.0,1.0,1.0,43.0,45.0,0.272,0.365,0.417,0.782,104.0,126.0,11.0,3.0,0.0,3.0,3.0,3H,,16.5,
1970,22,PIT,NL,64.0,230.0,210.0,30.0,66.0,7.0,6.0,1.0,28.0,5.0,2.0,17.0,25.0,0.314,0.365,0.419,0.784,113.0,88.0,9.0,1.0,0.0,2.0,3.0,4H,,25.6,
2004,26,TOR,AL,60.0,197.0,181.0,18.0,35.0,9.0,0.0,4.0,21.0,0.0,0.0,10.0,59.0,0.193,0.249,0.309,0.558,42.0,56.0,3.0,4.0,0.0,2.0,0.0,2/H,,-3.1,
1959,25,CHW,AL,58,130,104,16,25,0,1,4,16,1,1,18,9,.240,.372,.375,.747,107,39,0,5,1,2,3,3H,,52.0,
2007,22,MIN,AL,56.0,204.0,189.0,15.0,42.0,5.0,1.0,0.0,9.0,11.0,1.0,9.0,29.0,0.222,0.256,0.259,0.516,40.0,49.0,5.0,0.0,5.0,1.0,0.0,4/H6,,3.8,
1949,28,PIT,NL,118.0,477.0,448.0,57.0,120.0,20.0,2.0,6.0,43.0,2.0,6.0,20.0,43.0,0.268,0.299,0.362,0.661,75.0,162.0,4.0,0.0,9.0,,0.0,56/H9,,0.5,
1993,25,COL,NL,105,357,337,36,86,9,7,9,30,2,5,13,45,.255,.283,.404,.686,71,136,10,2,0,5,4,6/H,,19.4,
1999,29,STL,NL,93.0,290.0,255.0,21.0,67.0,8.0,0.0,4.0,31.0,0.0,0.0,24.0,48.0,0.263,0.326,0.341,0.667,69.0,87.0,6.0,2.0,5.0,4.0,1.0,2/H,,1.7,
1982,24,CLE,AL,47.0,129.0,120.0,11.0,25.0,4.0,0.0,2.0,11.0,0.0,0.0,6.0,17.0,0.208,0.258,0.292,0.549,51.0,35.0,2.0,2.0,1.0,0.0,2.0,97/H8D,,-1.3,
2004,23,PIT,NL,129.0,414.0,383.0,44.0,98.0,15.0,2.0,8.0,39.0,3.0,2.0,23.0,92.0,0.256,0.298,0.368,0.666,72.0,141.0,12.0,1.0,5.0,2.0,5.0,*4/H6,,-2.9,
1987,25,MIL,AL,116,372,321,44,72,11,4,3,28,15,7,33,76,0.224,0.302,0.312,0.613,62.0,100,2.0,3,14,1,0.0,46/H5,,-1.3,
1996,20,FLA,NL,41,180,164,26,43,2,1,1,8,17,4,14,46,.262,.320,.305,.625,69,50,0,0,2,0,0,4,,29.1,
1982,25,SEA,AL,138.0,541.0,506.0,49.0,130.0,29.0,1.0,3.0,49.0,2.0,8.0,22.0,35.0,0.257,0.286,0.336,0.622,69.0,170.0,11.0,2.0,2.0,9.0,2.0,*5H/4,,-2.3,
1983,26,DET,AL,67,132,119,10,23,4,0,2,10,2,0,7,22,0.193,0.238,0.277,0.515,44.0,33,4.0,0,6,0,0.0,52/H,,-0.9,
2015,27,BOS,AL,80,289,273,35,69,10,2,5,29,4,5,13,54,0.253,0.288,0.359,0.647,72.0,98,11,1,1,1,0,97/H8D,,1.6,
2012,25,CHC,NL,52,190,170,16,45,11,0,5,22,0,0,17,51,.265,.337,.418,.754,103,71,4,2,0,1,2,2/H3,,12.3,
1979,24,MIN,AL,148,445,393,49,112,13,8,5,52,5,2,27,72,0.285,0.331,0.397,0.728,93.0,156,9.0,1,22,2,0.0,*5H/6,RoY-1,15.2,
1956,25,NYG,NL,124.0,409.0,385.0,33.0,87.0,16.0,3.0,14.0,45.0,2.0,1.0,15.0,50.0,0.226,0.256,0.392,0.648,72.0,151.0,9.0,2.0,3.0,4.0,2.0,*5H/64,,-1.3,
2008,26,WSN,NL,66,182,163,15,35,10,0,2,16,1,0,19,36,0.215,0.297,0.313,0.61,62.0,51,5,0,0,0,1,H35/79,,-1.6,
2006,26,WSN,NL,42,120,110,18,25,1,3,0,10,7,2,9,18,.227,.286,.291,.577,53,32,2,0,1,0,0,4H/7,,-0.5,
2016,23,ATL,NL,47.0,139.0,130.0,8.0,26.0,1.0,0.0,0.0,7.0,1.0,1.0,7.0,24.0,0.2,0.241,0.208,0.449,23.0,27.0,4.0,0.0,2.0,0.0,1.0,64/5H,,-1.0,
2010,23,HOU,NL,67.0,217.0,195.0,26.0,40.0,8.0,1.0,2.0,8.0,0.0,0.0,22.0,41.0,0.205,0.286,0.287,0.573,58.0,56.0,4.0,0.0,0.0,0.0,2.0,2/H,,12.4,
1996,24,LAD,NL,70,146,132,16,26,5,3,0,5,1,0,10,27,.197,.254,.280,.534,46,37,3,0,4,0,0,65H/47,,-5.4,
2000,24,FLA,NL,50.0,157.0,138.0,10.0,33.0,4.0,0.0,2.0,14.0,0.0,0.0,16.0,36.0,0.239,0.318,0.312,0.63,65.0,43.0,1.0,1.0,0.0,2.0,7.0,2,,3.0,
2010,20,CHC,NL,125.0,506.0,463.0,53.0,139.0,31.0,5.0,3.0,41.0,10.0,8.0,29.0,71.0,0.3,0.347,0.408,0.755,100.0,189.0,14.0,6.0,4.0,4.0,7.0,*6/H,RoY-5,18.2,
1998,24,DET,AL,89.0,234.0,213.0,23.0,60.0,13.0,2.0,6.0,25.0,3.0,2.0,12.0,39.0,0.282,0.325,0.446,0.771,99.0,95.0,4.0,4.0,0.0,5.0,1.0,H4D3/5,,14.5,
1964,24,PHI,NL,60.0,160.0,152.0,13.0,45.0,9.0,1.0,1.0,13.0,1.0,0.0,7.0,15.0,0.296,0.325,0.388,0.713,101.0,59.0,6.0,0.0,0.0,1.0,1.0,7H/3895,,10.6,
1946,28,PHA,AL,44,98,94,13,26,8,0,0,10,0,0.0,4,11,0.277,0.306,0.362,0.668,88.0,34,2,0,0,,2.0,6H/5,,-0.2,
1955,18,BAL,AL,68,196,175,14,34,2,1,1,9,0,1,17,25,.194,.269,.234,.504,42,41,1,1,3,0,1,5H/46,,8.5,
1935,18,CHC,NL,146,636,589,85,162,28,12,8,82,4,4,39,61,.275,.322,.404,.726,93,238,9,2,6,,1,*3/H,,36.8,
1991,21,HOU,NL,67,264,251,27,61,13,2,9,36,4,3,9,74,.243,.270,.418,.688,97,105,3,1,1,2,1,6/H,,-2.8,
1970,19,HOU,NL,90,377,355,46,110,21,4,7,42,17,4,15,57,.310,.340,.451,.790,114,160,8,2,3,2,2,89/H,RoY-4,52.9,
1994,25,TOR,AL,47.0,114.0,97.0,14.0,19.0,2.0,3.0,0.0,10.0,1.0,2.0,10.0,31.0,0.196,0.261,0.278,0.54,40.0,27.0,1.0,0.0,3.0,4.0,0.0,4H/657,,-1.4,
1995,20,LAD,NL,40.0,46.0,42.0,4.0,10.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,10.0,0.238,0.283,0.286,0.568,57.0,12.0,1.0,0.0,0.0,1.0,0.0,7H8/9,,1.7,
2005,22,CHC,NL,41.0,89.0,80.0,13.0,24.0,3.0,0.0,1.0,6.0,1.0,0.0,5.0,11.0,0.3,0.356,0.375,0.731,90.0,30.0,4.0,2.0,2.0,0.0,1.0,6H/4,,-1.6,
2022,23,MIN,AL,122,347,311,30,74,12,1,2,24,4,1,32,77,0.238,0.313,0.302,0.615,78.0,94,13,2,2,0,0,*87H/9,,0.1,
2016,26,MIN,AL,55.0,192.0,176.0,16.0,46.0,12.0,1.0,3.0,25.0,0.0,0.0,12.0,38.0,0.261,0.312,0.392,0.704,89.0,69.0,8.0,1.0,3.0,0.0,0.0,2/HD,,-0.5,
1958,20,SFG,NL,148,644,603,88,188,38,4,25,96,15,11,29,84,.312,.342,.512,.854,125,309,18,3,0,9,7,*3/H,"MVP-9,RoY-1",50.1,
1978,24,TOR,AL,88,310,282,25,63,8,2,3,20,0,3,23,32,.223,.284,.298,.582,64,84,7,1,4,0,0,2/HD,,8.1,
1954,29,NYY,AL,56,112,100,14,26,6,0,5,13,0,2,11,17,.260,.330,.470,.800,121,47,3,0,0,1,0,H7,,11.2,
2009,23,NYY,AL,42.0,101.0,94.0,13.0,28.0,4.0,0.0,1.0,11.0,0.0,3.0,2.0,11.0,0.298,0.309,0.372,0.682,75.0,35.0,1.0,0.0,4.0,1.0,0.0,2/H,,13.9,
2012,26,OAK,AL,129.0,540.0,487.0,70.0,142.0,25.0,5.0,23.0,82.0,16.0,4.0,43.0,102.0,0.292,0.356,0.505,0.861,139.0,246.0,9.0,7.0,0.0,3.0,5.0,78D/H,"MVP-10,RoY-2",21.6,
1973,25,LAD,NL,152,595,507,60,124,18,4,15,80,1,1,74,77,.245,.338,.385,.723,104,195,19,2,4,8,7,*5/H,RoY-6,53.8,
1960,23,CIN,NL,49.0,135.0,116.0,14.0,21.0,1.0,0.0,0.0,7.0,7.0,1.0,14.0,23.0,0.181,0.271,0.19,0.46,28.0,22.0,0.0,1.0,2.0,2.0,1.0,4/H9,,1.3,
1974,23,CAL,AL,133.0,515.0,465.0,44.0,117.0,9.0,3.0,5.0,31.0,10.0,10.0,30.0,57.0,0.252,0.304,0.316,0.62,84.0,147.0,18.0,7.0,9.0,4.0,1.0,65,AS,8.5,
1991,25,PHI,NL,101.0,417.0,383.0,51.0,92.0,16.0,3.0,13.0,50.0,9.0,4.0,31.0,73.0,0.24,0.3,0.399,0.7,97.0,153.0,8.0,2.0,1.0,0.0,0.0,7/H9,RoY-5,1.2,
2012,25,STL,NL,41,62,54,4,12,0,2,0,4,2,1,5,18,0.222,0.3,0.296,0.596,65.0,16,0,1,2,0,2,H87/9,,-0.4,
1971,22,CLE,AL,111,459,415,49,114,20,4,9,48,2,0,40,83,.275,.341,.407,.749,104,169,9,2,2,0,1,3/H,RoY-1,27.5,
1977,22,SDP,NL,150,548,507,35,116,14,6,1,43,3,3,27,85,0.229,0.271,0.286,0.557,58.0,145,8.0,2,10,0,3.0,*4/H,,-2.1,
1964,23,CLE,AL,120.0,439.0,390.0,45.0,109.0,16.0,1.0,14.0,75.0,3.0,3.0,40.0,101.0,0.279,0.346,0.433,0.78,116.0,169.0,9.0,3.0,0.0,6.0,8.0,39H/7,,-0.9,
1969,21,CIN,NL,93.0,237.0,209.0,21.0,40.0,5.0,2.0,0.0,15.0,1.0,0.0,24.0,75.0,0.191,0.278,0.234,0.512,42.0,49.0,1.0,1.0,3.0,0.0,4.0,6/H,,-3.4,
1930,21,NYY,AL,138,565,513,74,162,31,10,10,81,14,6,43,58,.316,.371,.474,.845,116,243,,2,6,,0,54/H,,42.7,
1984,28,NYM,NL,75.0,223.0,197.0,27.0,57.0,13.0,0.0,3.0,23.0,8.0,7.0,19.0,30.0,0.289,0.356,0.401,0.757,114.0,79.0,7.0,2.0,4.0,1.0,0.0,4H/5,,-0.7,
1938,22,PHA,AL,114,466,406,60,105,17,7,17,63,3,4,55,94,.259,.353,.461,.813,106,187,,4,1,,3,*7/8H,,17.1,
1980,25,CLE,AL,131,512,453,76,131,17,2,23,87,2,4,49,70,0.289,0.358,0.488,0.846,129.0,221,24.0,3,1,6,0.0,7DH/9,RoY-1,1.5,
1962,29,KCA,AL,147.0,604.0,535.0,81.0,154.0,24.0,7.0,17.0,74.0,20.0,4.0,54.0,70.0,0.288,0.356,0.454,0.811,114.0,243.0,11.0,4.0,9.0,2.0,0.0,*5/H4,,19.5,
1942,26,TOT,AL,102.0,391.0,334.0,48.0,79.0,15.0,4.0,10.0,51.0,3.0,4.0,54.0,43.0,0.237,0.346,0.395,0.741,107.0,132.0,7.0,2.0,1.0,,2.0,9H/7,,2.0,
1966,28,KCA,AL,86,212,191,26.0,46,10.0,0.0,2.0,10.0,3.0,2.0,18.0,43.0,0.241,0.306,0.325,0.631,84.0,62.0,5.0,0.0,3.0,0.0,1.0,H674/395,,0.0,
2003,25,MON,NL,141.0,526.0,483.0,66.0,121.0,25.0,5.0,5.0,47.0,18.0,7.0,31.0,59.0,0.251,0.294,0.354,0.648,65.0,171.0,7.0,0.0,9.0,3.0,3.0,*8H,,5.0,
1999,21,OAK,AL,115,402,356,47,88,21,2,13,50,1,1,46,56,.247,.333,.427,.760,98,152,7,0,0,0,4,5H/D6,,38.3,
2004,31,HOU,NL,64.0,176.0,162.0,9.0,34.0,8.0,0.0,0.0,23.0,0.0,1.0,10.0,38.0,0.21,0.256,0.259,0.515,34.0,42.0,9.0,0.0,4.0,0.0,3.0,2/H,,0.0,
1971,21,HOU,NL,67.0,128.0,119.0,12.0,27.0,5.0,1.0,2.0,15.0,0.0,1.0,6.0,20.0,0.227,0.268,0.336,0.604,73.0,40.0,2.0,1.0,1.0,1.0,0.0,H7/9,,0.2,
2014,30,TEX,AL,93.0,338.0,306.0,36.0,73.0,15.0,0.0,13.0,40.0,0.0,1.0,17.0,71.0,0.239,0.29,0.415,0.705,95.0,127.0,4.0,7.0,4.0,4.0,1.0,2/H,,12.7,
2011,22,CLE,AL,66,223,212,27,54,13,0,7,22,1,0,8,49,0.255,0.284,0.415,0.699,94.0,88,3,1,1,1,1,5/HD,,9.0,
1955,22,CHC,NL,113,372,338,24,78,6,1,11,41,0,0,25,68,.231,.282,.352,.634,68,119,8,1,3,5,8,*2/H,,-0.7,
2003,24,CHC,NL,80.0,245.0,202.0,31.0,44.0,17.0,0.0,8.0,28.0,1.0,1.0,37.0,71.0,0.218,0.35,0.421,0.771,100.0,85.0,2.0,4.0,2.0,0.0,1.0,3H,,2.6,
2014,24,TEX,AL,86.0,280.0,253.0,20.0,46.0,6.0,1.0,9.0,36.0,1.0,0.0,21.0,69.0,0.182,0.25,0.32,0.57,58.0,81.0,11.0,3.0,0.0,3.0,0.0,79DH/8,,-2.0,
2006,23,TOT,AL,49,179,157,23,44,12,3,3,22,5,3,18,50,.280,.360,.452,.812,110,71,3,2,1,1,2,9/7H8D,,34.6,
1958,26,WSH,AL,105,251,233,19,50,7,4,5,26,1,3,16,18,.215,.265,.343,.608,68,80,6,0,2,0,2,H79/85,,-1.7,
1985,24,NYM,NL,51.0,133.0,113.0,10.0,21.0,4.0,1.0,3.0,13.0,1.0,2.0,19.0,23.0,0.186,0.303,0.319,0.622,75.0,36.0,3.0,0.0,1.0,0.0,1.0,9H/78,,-0.9,
1998,24,OAK,AL,117.0,421.0,370.0,56.0,95.0,22.0,2.0,5.0,40.0,5.0,6.0,36.0,106.0,0.257,0.321,0.368,0.689,82.0,136.0,1.0,1.0,10.0,4.0,0.0,*8/H97,,0.2,
1938,24,DET,AL,95.0,347.0,318.0,35.0,79.0,6.0,4.0,1.0,44.0,5.0,2.0,27.0,21.0,0.248,0.307,0.302,0.609,49.0,96.0,,0.0,2.0,,2.0,56/H,,-2.4,
1960,24,PIT,NL,50.0,61.0,56.0,21.0,13.0,2.0,0.0,1.0,3.0,1.0,0.0,5.0,8.0,0.232,0.295,0.321,0.617,69.0,18.0,0.0,0.0,0.0,0.0,0.0,H7/89,,0.1,
2005,26,WSN,NL,102.0,301.0,268.0,41.0,77.0,15.0,3.0,9.0,42.0,3.0,2.0,24.0,70.0,0.287,0.353,0.466,0.82,118.0,125.0,6.0,5.0,1.0,3.0,0.0,7H98,,9.1,
1992,25,MON,NL,86.0,247.0,232.0,25.0,56.0,5.0,2.0,6.0,30.0,3.0,0.0,11.0,66.0,0.241,0.276,0.358,0.634,79.0,83.0,2.0,1.0,1.0,2.0,0.0,35H/7,,-4.0,
1944,31,PHI,NL,85,244,220,18.0,54,10.0,0.0,2.0,11.0,1.0,0.0,21.0,17.0,0.245,0.314,0.318,0.632,81.0,70.0,6.0,1.0,2.0,,1.0,5H/7,,-0.2,
1945,21,CLE,AL,92,307,283,21.0,60,9,3,0,24.0,2.0,1.0,11.0,48.0,0.212,0.241,0.265,0.507,50.0,75,5.0,0.0,13.0,,1.0,654/H,,-0.7,
1956,26,BRO,NL,73.0,38.0,36.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,8.0,0.111,0.135,0.139,0.274,-28.0,5.0,1.0,0.0,1.0,0.0,1.0,7H/89,,1.2,
2003,24,ARI,NL,117.0,487.0,448.0,70.0,142.0,26.0,6.0,13.0,51.0,2.0,3.0,29.0,33.0,0.317,0.359,0.489,0.848,112.0,219.0,7.0,2.0,5.0,3.0,0.0,65/4H,,-2.2,
2012,26,BOS,AL,76.0,272.0,259.0,33.0,76.0,15.0,2.0,2.0,19.0,16.0,3.0,8.0,47.0,0.293,0.315,0.39,0.705,90.0,101.0,2.0,0.0,5.0,0.0,2.0,546D/H879,,0.9,
1995,25,MIL,AL,125.0,384.0,328.0,57.0,91.0,19.0,4.0,9.0,39.0,7.0,2.0,47.0,42.0,0.277,0.371,0.442,0.813,107.0,145.0,8.0,4.0,1.0,4.0,0.0,*54H/36,,34.5,
1948,25,CLE,AL,81.0,298.0,271.0,43.0,84.0,5.0,2.0,9.0,38.0,0.0,2.0,23.0,13.0,0.31,0.364,0.443,0.807,117.0,120.0,12.0,0.0,4.0,,0.0,97H/53,,-0.3,
1980,25,CAL,AL,78.0,275.0,261.0,26.0,60.0,10.0,1.0,5.0,23.0,0.0,1.0,11.0,42.0,0.23,0.266,0.333,0.6,66.0,87.0,7.0,2.0,1.0,0.0,0.0,87/H,,-1.1,
2001,28,CIN,NL,89.0,157.0,129.0,22.0,34.0,3.0,0.0,6.0,18.0,4.0,1.0,22.0,16.0,0.264,0.373,0.426,0.799,102.0,55.0,6.0,1.0,4.0,1.0,1.0,H79/8D,,4.7,
1988,25,CLE,AL,63.0,174.0,156.0,11.0,41.0,4.0,1.0,3.0,18.0,0.0,2.0,17.0,28.0,0.263,0.333,0.359,0.692,93.0,56.0,8.0,0.0,0.0,1.0,2.0,DH97,,0.3,
2004,30,TOR,AL,40.0,133.0,115.0,17.0,25.0,6.0,0.0,3.0,12.0,0.0,0.0,13.0,15.0,0.217,0.292,0.348,0.64,64.0,40.0,2.0,0.0,3.0,2.0,0.0,39/7HD45,,0.9,
1977,21,SFG,NL,136,468,413,64,104,17,4,13,51,12,4,49,73,.252,.332,.407,.739,98,168,7,2,1,3,2,*9H/8,,53.1,
1990,26,SDP,NL,53.0,107.0,101.0,12.0,27.0,4.0,1.0,5.0,11.0,0.0,0.0,5.0,24.0,0.267,0.299,0.475,0.774,109.0,48.0,3.0,0.0,0.0,1.0,0.0,H3/97,,3.0,
1952,27,PHI,NL,47.0,167.0,155.0,20.0,52.0,6.0,4.0,1.0,15.0,2.0,1.0,6.0,13.0,0.335,0.364,0.445,0.809,124.0,69.0,4.0,1.0,5.0,,0.0,97H/5,,1.5,
1993,25,SDP,NL,102.0,256.0,240.0,33.0,75.0,17.0,0.0,9.0,33.0,2.0,0.0,8.0,31.0,0.313,0.345,0.496,0.841,122.0,119.0,2.0,5.0,1.0,2.0,2.0,H3792/5,,0.7,
1968,25,MIN,AL,104.0,250.0,227.0,14.0,42.0,5.0,1.0,1.0,13.0,3.0,2.0,16.0,44.0,0.185,0.245,0.229,0.474,41.0,52.0,2.0,2.0,5.0,0.0,2.0,56H4,,-2.1,
1996,24,DET,AL,100,411,376,56,94,14,0,27,72,0,1,29,127,.250,.299,.503,.802,98,189,7,0,0,6,1,3D/H,RoY-3,12.3,
1986,22,SFG,NL,111,458,408,66,117,27,2,11,41,4,7,34,76,.287,.343,.444,.787,121,181,3,3,9,4,10,3H,RoY-5,56.5,
1944,31,CHW,AL,63,194,169,14.0,44,10,1,0,27.0,0.0,4.0,22.0,6.0,0.26,0.352,0.331,0.684,98.0,56,7.0,2.0,1.0,,3.0,5H,,0.5,
